职位,公司,薪资,公司福利,招聘信息,职位信息,职能类别,公司地址 
Web前端开发,广州若羽臣科技股份有限公司,3-8千/月,绩效奖金弹性工作五险一金员工旅游出国机会补充公积金餐饮补贴节日福利周末双休,广州-黄埔区|无工作经验|大专|招3人|03-13发布,技能要求：1、精通：ASP、PHP、MySql、Sqlserver2、熟练：HTML、HTML5、CSS、CSS3、JS、JQuery、XML、Json3、经验要求：有动态网页开发经验、有搭建与管理数据库经验4、加分项：有H5页面开发经验、熟悉PS、Python爬虫技术岗位职责：1、维护与升级各大现有的官网内网系统2、负责开发各大系统后台与数据库3、部门日常工作广州市黄埔区大沙地东319号保利中誉广场广州若羽臣科技股份有限公司上市公司500-1000人,Web前端开发,广州市黄埔区大沙地东319号保利中誉广场
运维工程师,广州券连通电子商务有限公司,0.8-1.2万/月,,广州-天河区|2年经验|大专|招1人|03-13发布,岗位职责1、参与设计、审核、优化公司IT系统以及各应用系统的体系架构；2、全面负责公司运维项目的系统升级、扩容需求与资源落实，配合开发需求，测试、调整测试环境预上线环境生产环境；3、负责网络以及服务器的网络设置、维护和优化、网络的安全监控、系统性能管理和优化、网络性能管理和优化；4、负责IT运维相关流程的规划、设计、推行、实施和持续改进；5、负责日常网络及各子系统管理维护数据跟进问题；6、负责相关故障、疑难问题排查处理，编制汇总故障、问题，定期提交汇总报告；7、负责网络监控和应急反应，以确保网络系统有7*24小时的持续运作能力；8、负责日常系统维护检视日志，及监控，提供IT软硬件方面的服务和支持，保证系统的稳定。任职资格：1.精通linux系统的配置、安全、管理；2.熟练shell命令以及编写脚本；3.有大型网站运维经验，会使用集群监控工具软件，以及知道怎么编写小插件针对原有系统；4.有扎实网络基础，能够快速判断问题；5.能熟练设置优化Tomcat、Nginx、参数以及配置集群应用；6.有一套数据和内存的管理方案；7、熟悉MYSQL，Mongodb、Redis的命令及应用；8、熟练使用python编写自动化程序脚本；9、对云主机云防CDN等云服务有应用经验；10、配置优化线上交换机，路由，防火墙；11、独立设计自动化运维方案。马场路16号富力盈盛广场广州券连通电子商务有限公司民营公司50-150人,技术支持/维护工程师系统工程师运维系统维护Linux,马场路16号富力盈盛广场
Linux DPDK开发,广州亿速云计算有限公司,1.2-3万/月,五险一金绩效奖金弹性工作,广州-越秀区|无工作经验|招10人|03-13发布,"1、计算机、通信、电子等相关专业；2、本科以上学历，工作经验3年以上，相关工作经验1年以上；3、精通C、C++语言，熟悉Shell,Python、Lua等脚本语言4、良好的软件工程技能，包括设计、编码、测试；5、熟悉LinuxKernelTCP/IP网络协议栈；6、熟悉IP网络（2、3层交换、路由协议）；7、思路清晰敏捷，有较强的学习能力；踏实肯干，具备团队合作8、熟悉linux内核架构；9、熟悉LinuxKernelTCP/IP网络协议栈；10熟悉kvm与qemu优先；11熟悉DNS协议和BIND优先；广州市越秀区广州大道中307号富力新天地4101广州亿速云计算有限公司民营公司50-150人",高级软件工程师互联网软件开发工程师,广州市越秀区广州大道中307号富力新天地4101
测试工程师,广州宇中网络科技有限公司,0.8-1万/月,五险一金弹性工作定期体检专业培训通讯补贴,广州-天河区|3-4年经验|大专|招1人|03-13发布,岗位职责：1、负责公司各产品线测试计划以及测试工作；2、进行项目测试，包括需求讨论，设计评审，测试策略制定，设计测试用例，进行缺陷跟踪和软件质量分析；3、要有很强的沟通能力，主动积极的推动问题的解决；4、能够通过技术的手段，提高测试效率。岗位要求：1.三年以上软件自动化测试工作经验，熟悉自动化测试相关技术；2.熟练编写逻辑严密的测试用例，分析测试结果和输出测试报告；3.有移动互联网应用或Java平台测试经验；4.熟练使用2种以上主流自动化测试工具和框架，如LoadRunner、WinRunner、QTP等，Appium、RobotFramework、Selenium、TestNG等；5.至少精通1个自动化测试脚本编码语言，比如Python、Java等；6.有独立完成自动化测试框架或者平台经验7.积极进取、善于思考，具备较强的协调与沟通、分析与表达能力，能够承受一定压力。薪酬福利：（1）丰厚的薪酬；基本工资+绩效奖金+年终奖金；（2）按照国家规定，享有各种法定假期、婚假、产假等；（3）五险一金：医疗、工伤、生育、养老、失业保险，住房公积金；（4）定期举行团队活动或员工集体旅游；（5）完善的职业上升通道，充足的职位晋升空间。林和西路157号保利中汇广场广州宇中网络科技有限公司民营公司少于50人,软件测试高级测试工程师,林和西路157号保利中汇广场
技术经理/研发经理,世展和新展联合展览（广州）有限公司,1-1.5万/月,五险一金员工旅游年终奖金餐饮补贴周末双休,广州-越秀区|3-4年经验|本科|招1人|03-13发布,"1、带领技术团队完成公司跨境进口B2B电商网站系统架构规划、研发和建设工作。2、指导关键技术模块，并对系统安全性，稳定性负责，确保公司电商系统的研发进展；3、负责电商系统研发项目的质量和进度的控制；4、负责对核心技术团队的管理和培养；5、负责电商网站上线前后的测试和运维工作。岗位要求：1、大学本科或以上学历，3年以上互联网企业技术开发及管理经验、具有敏捷团队管理经验和良好的表达沟通能力，能脚踏实地的工作、能和公司一起发展；2、具有良好的软件工程意识，深刻理解软件系统架构，精通面向对象分析设计方法，熟练掌握设计系统的构架及完整解决方案；3、熟悉电商B2C或B2B网站系统，具备相似电商系统的研发和运维经验；4.精通PHP，5年以上的PHP+MySQL后台开发经验，至少熟悉一种MVC框架，如THINKPHP、YII；熟悉THINKPHP框架，并具有实际高并发经验者优先考虑；5.精通Python，C语言；有修改PHP底层源码着优先考虑；6.熟悉Linux，mysql工作原理，精通具有MySQL索引优化、查询优化和存储优化经验，精通http协议；7.熟练掌握并深入理解MongoDB、Redis、Hadoop，8.熟悉使用Elasticsearch或Solr，掌握各种调优技巧；9.精通HTML5,CSS3,JavaScrip,vue,不同浏览器的兼容,对前端模块化,组件化有深入的理解,熟悉主流框架与常用类库;10.熟练使用Webpack工具,对其实现细节有了解与研究;熟悉或精通NodeJs,具备使用js熟练进行全栈开发的能力;11.三年以上Web前端工作经验,有移动web开发经验；二个或以上在线项目,有Weex等跨终端多平台经验开发优先;广州市越秀区德政北路538号达信大厦2502-2504室世展和新展联合展览（广州）有限公司合资50-150人",信息技术经理/主管网站运营总监技术经理研发经理电商B2BPHP,广州市越秀区德政北路538号达信大厦2502-2504室
软件工程师,佛山市南海斯力高五金装饰制品有限公司,1.5-2万/月,餐饮补贴年终奖金专业培训五险一金员工旅游通讯补贴绩效奖金交通补贴周末双休,佛山-禅城区|3-4年经验|大专|招1人|03-13发布,"任职要求：1、3年以上相关工作经验，至少1年以上Python编程经验2、精通Python语言，熟悉django、Flask、tornado等网络开发框架3、熟悉Linux操作系统与linuxshell命令4、熟练使用mysql，redis，memcache,有丰富的mysql，redis性能优化经验以及高可用、集群实战经验5、有大型网络服务开发,部署(nginx)，在高并发，高稳定性方面有经验者优先；岗位职责：1.负责业务后端系统设计、程序开发、技术方案、项目计划2.负责对研发项目制定单元测试、压力测试方案并执行3.负责对现有系统进行优化，重构不合理的代码高基街佛山市南海斯力高五金装饰制品有限公司民营公司50-150人","软件工程师python,Linuxmysql，redis",高基街
数据分析师/主管,民加科风信息技术有限公司,1.2-1.8万/月,五险一金员工旅游绩效奖金年终奖金,广州-越秀区|5-7年经验|本科|招1人|03-13发布,岗位职责：1、及时响应业务团队数据统计分析需求，并提供适当的数据解读；2、基于业务实际需求设计数据报表，并不断优化提升效率；3、日常监控主要业务指标，负责业务指标数据异常原因查询及汇报；4、结合业务特点，探索并建立分析主题，对数据进行深度分析和挖掘，输出可读性强的分析报告。任职要求：1、本科及以上学历，统计学、计量经济学或者数学专业优先；2、具有2年及以上相关工作经验，特别突出者可适当放宽；3、熟练使用SQL、R/PYTHON/JAVA/SCALA或其他编程语言；4、熟悉决策树、聚类、逻辑回归、关联分析、SVM、贝叶斯等数据挖掘算法，有成效可靠的数据挖掘项目经验；5、优秀的洞察力和解决问题能力，对挑战性问题充满激情。东风东路733号羊城同创汇印刷大楼6楼民加科风信息技术有限公司创业公司150-500人,系统分析员数据库工程师/管理员运营数据分析,东风东路733号羊城同创汇印刷大楼6楼
PHP高级开发工程师,喜多福国际贸易（广州）有限公司,1-2万/月,五险一金绩效奖金年终奖金股票期权,广州-南沙区|3-4年经验|招若干人|03-13发布,【岗位职责】1、全面负责公司自有项目的服务器后端程序的技术研发工作，包括技术架构设计、重构、优化，根据业务规划及技术规划制定应用架构方案；2、负责公司项目核心功能、数据总线解决方案及第三方接口的开发，主导技术难题攻关，持续提升核心系统在高并发、海量请求数下的高处理性能；3、参与产品需求的讨论，主导技术难题攻关，持续提升核心系统在高并发、海量请求数下的高处理性能，编写程序，单元测试，bug修复工作等；4、负责设计、编码和调试研发平台前/后端技术框架，优化及提高前/后端代码的性能，审核和评估相关方案与设计，以确保其符合架构规划，满足业务需求；5、分析系统瓶颈，解决各种疑难杂症，对系统进行性能调优，指导初程序员编写程序，落实技术规范，与产品经理、测试工程师、其他成员沟通合作，保证产品研发工作的质量和进度；6、通过Web前/后端开发，解决上述问题，带给用户更好的使用体验；7、通过对团队的培训与指导，提高整个团队的技术水平，创造自动化工具，帮助工作伙伴提升运营效率；8、能兼负主导并带领运维工程师的工作展开及任务安排；【岗位要求】1、软件工程或计算机相关专业大专以上学历，3年以上商业项目的实际开发经验，有电商项目的实际开发经验；2、熟悉ThinkPHP、ZendFramework、Yii等流行框架，熟练掌握LAMP，熟悉TP/SMARTY；3、熟悉Web前端开发，掌握前端开发语言JavaScript、HTML、CSS，熟悉页面架构和布局，对Web标准和标签语义化有深入理解，掌握Node.js、Vue.js，熟悉ReactNative框架或Weex者优先录用；4、熟悉ESB解决方案，并有实际开发经验者优先；5、精通MySQL、NOSQL、MongoDB等数据库，能够编写和优化复杂的SQL程序；、擅长消息队列、任务调度、负载均衡、并发控制；极具面向对象思维，懂得低耦合高复用封装，拥有一丝不苟的代码编写规范习惯；7、熟悉Unix/Linux操作系统和Nginx/Apache/Tomcat等服务器软件的配置，熟练掌握shell、Python、Perl其中一种脚本语言；【重要的事情要说三遍】本司位于于近年飞速发展的未来省港澳核心区域、中国版的曼哈顿——南沙自贸区。面试地点稍远，但在这里工作，您可以享受——1、花园式的工作环境：花草绿化遍地，全新交付的甲级写字楼、购物广场美食街便利店应有尽有就，微软、真功夫等世界知名公司一起办公；2、便捷的交通：公司就在金洲地铁站旁，直达广州市天河区只需40分钟；地铁18号线开通以后，直达天河仅需30分钟；庆盛高铁站高效连接广州南、深圳北、香港西九龙，周末珠三角走起很轻松，珠三角1小时生活圈近在咫尺；3、周末周边游：可以轻松实现金洲地铁站到庆盛高铁站的中转，20分钟从庆盛站直达深圳北站或广州南站；4、高尚又实惠的居住环境：配套齐全的万达、保利国际公寓、碧桂园小区等等，房租只有市区的1/5，年轻的你再也不用忍受城中村的脏乱环境和高昂房租；我们是一个年轻而又富创造力的团队，同时我们也有强大的资源及投资人背景。除了优质的产品以外，技术、品牌、创意和文化是我们自信能征服用户的资本。我们深信，要达到目标，离不开一群志同道合的伙伴。加入我们，你会成长很快，同时也会发现很多惊喜。希望您不要错过这个成就一番大事业，实现人生价值，达成财富自由的良机。我司热切期盼各位才华横溢的有志之士能加盟我们团队！【基本福利】上班时间：周40小时制（当然也会有赶项目一起挥洒汗水的时候）；薪酬：工资+绩效奖金+年终奖+期权；培训：企业文化培训+岗位技能培训+户外拓展培训+导师制；假期：法定假日、婚假、丧假、女员工产假及男员工陪产假等有薪假期外，不仅有满一年服务期5天带薪年假，若有加班还有灵活调休；【额外福利】：1、逢周末与众多同事一起登黄山鲁国家森林公园锻炼身体（我们坚信身体是革命的本钱！）；2、业绩达标团队旅游（上刀山下火海，投票选择）；3、部门活动聚餐（K歌、轰趴、饭局、看电影啃爆米花）；4、有一位美国YogaAlliance认证的瑜伽教练带大家放松身心（也有可能是带大家嗨过演唱会）；5、小伙伴生日关怀（游戏奖品活动礼物蛋糕）；6、节日活动（中秋节、圣诞节~~）；7、下午茶（零食、麦片、各种优质茶源、咖啡、奶茶、花茶——长期供应）；8、每年举行足球、篮球、羽毛球、乒乓球、桌球大赛；【公司位置】广州市南沙区金隆路香江国际金融中心。地铁路线：地铁四号线金洲站出口，步行10分钟内可到达公司。【喜达人项目】除了前景可观的正编岗位，咱们还有完全不占用你上班和生活时间的赚钱项目：喜达人计划成为我们的***主任，在不影响正职工作下，轻松挣外快。我们提供平台、枪支弹药和粮草，您只需负责寻找合适的社区团长-喜达人即可。在弘扬中华民族传统文化——“茶文化”；把真正好的平台好的信息共享给身边的亲朋好友之余，还能赚取6%-12%的佣金补贴。***期间：时间是自己支配的;收入是上不封顶的；心情是天天倍爽的；产品高端大气上档次；要求：良好的沟通及表达能力，在朋友圈有一定的人脉资源及号召力，积极主动，兼具耐心细心，协调，应变能力棒棒哒。我们的承诺：我们是正规直招，不收取任何押金，培训费、报名费、推广费等。工作时间自由，利用放假，休息等业余时间。本职位无需到公司上下班打卡。具体工作内容：协助公司招募社区团长-喜达人即可，具体结算详情请垂询如下详情请关注《喜多福茶文化》公众号，进入茶商城了解，或致电：4009650686咨询广州市南沙区金隆路37号香江国际金融中心1号写字楼721喜多福国际贸易（广州）有限公司创业公司少于50人,高级软件工程师技术总监/经理,广州市南沙区金隆路37号香江国际金融中心1号写字楼721
运维工程师,公诚管理咨询有限公司,10-15万/年,补充医疗保险通讯补贴专业培训绩效奖金年终奖金定期体检六险一金,广州-天河区|无工作经验|招若干人|03-13发布,1、负责公司线上平台环境部署与维护；2、负责公司服务器、机房定期巡查；2、完善监控，报警，排错等管理平台建设；3、性能调优和故障处理，保证业务24*7高可用；4、负责自动化运维建设和落实；5、负责业务系统的安全加固；6、负责公司线上平台业务支撑。任职资格：1、熟悉Linux（CentOS系统）的操作、管理和日常维护，精通Nginx、Tomcat、redis、PHP等应用的安装配置管理，能够进行Nginx、tomcat的部署调优；2、熟悉mysql数据库，包括安装、数据备份、主从复制等，具备Mysql+HaProxy读写分离搭建能力；3、具备Zabbix运维工具的使用，可配置日常运维规则进行数据分析处理；4、熟悉Jenkins、Git、kubernetes/docker、Ansible相关工具的使用；5、有以下一种或多种技能者优先，Python、PHP、Java等开发经验者优先；熟练操作网络和安全设备，有CCNP认证者优先。天河北路423号远晖商厦公诚管理咨询有限公司国企5000-10000人,网站维护工程师,天河北路423号远晖商厦
项目经理（广州）,武汉市润普网络科技有限公司,10-15万/年,,广州-天河区|无工作经验|招2人|03-13发布,工作地点：广州市天河区岗位职责：1.负责管理项目周期过程中的工作计划、组织、执行、监控等管理工作，对整个项目向公司及客户负责，及时向客户、部门领导反馈阶段性建设成果。2.能够与客户有效沟通，充分理解整合客户需求与业务流程；负责客户详细需求的建立与跟进，并管理客户需求变更。3.参与复杂项目的需求分析，制定相应领域或行业的信息化解决方案。4.做好项目开发和实施过程的监控，跟踪和了解项目的实际情况，并根据情况及时做好应对措施。5.项目周期内完成项目的上线、培训及验收工作等。6.领导和管理团队，创造团队协作氛围，激励和鼓舞团队，善于发现并解决问题。在项目组内积极组织业务研讨、培训等定期活动。7.服从领导安排，落实、开展领导安排的其它相关工作。任职要求：1.本科以上学历，计算机相关专业毕业。2.两年以上项目管理工作经验，有公检法、政府行业软件相关项目经验者优先。3.具备较好的口头、书面表达和沟通能力，擅长项目相关文档、领导汇报PPT、投标方案等文档的撰写和整合。4.对网络、硬件、软件和操作系统具有比较全面的了解和认识，熟悉Java/python技术体系架构，熟悉ORACLE、MYSQL等数据库，熟悉LINUX、WINDOWS系统。5.具有较强的业务分析、系统分析和项目管理能力。6.具备优秀的沟通协调和解决问题能力、良好的团队合作意识、丰富的团队建设经验。7.有高度的责任心，能够承受一定工作压力，能接受出差。8.有PMP项目经理证书优先。建中路36号露乐国际大厦402武汉市润普网络科技有限公司民营公司150-500人,项目经理项目主管,建中路36号露乐国际大厦402
中级系统工程师(职位编号：GZ MIS-011),广州友谊班尼路服饰有限公司,0.6-1万/月,五险一金周末双休带薪年假奖励假期补充医疗保险,广州|2年经验|大专|招若干人|03-13发布,职责:-负责服务器集群的操作系统安装、升级、优化、部署与维护工作-负责公司在全国范围内的IT应用平台和协同办公系统组建和运维-负责公司AD域的管理和技术支持-协助IT运维桌面用户支持工作要求:-大专或以上学历，计算机/通信相关专业。2年以上系统相关工作经验，具有大型项目实施经验者优先-熟悉Linux操作系统架构和工作原理，精通Linux（redhat/centos）、WindowsServer各版本操作系统-精通各种互联网常用应用系统的安装、配置和使用，例如apache、tomcat、nginx、nagios、zabbix、OCS等-具备安全意识，能够对操作系统和应用系统做安全配置及检查-熟练掌握mysql的配置、备份及恢复（了解主从复制及数据库优化），了解数据库集群；能够使用shell/python/php/ruby编写脚本的任二种广州市天河区体育东路118号财富广场东塔4楼广州友谊班尼路服饰有限公司合资1000-5000人,系统工程师系统工程师,广州市天河区体育东路118号财富广场东塔4楼
游戏服务端开发,广州博征科技有限公司,1-1.2万/月,五险一金员工旅游绩效奖金年终奖金,广州-天河区|1年经验|大专|招2人|03-13发布,"1、参与产品的后台管理系统的功能设计并进行全栈开发;任职要求：1、计算机相关专业,1年以上项目开发经验;2、掌握C/C++/GO之一,且熟悉至少一门脚本语言(Javascript/Lua/Python等);3、熟悉关系型数据库和NoSQL数据库/缓存的使用;4、有一定的WEB前端开发经验优先;5、有高可用,分布式系统设计和开发经验优先;6、善于思考,有责任心,有良好学习能力和团队协作能力;科韵路方圆E时光东座1302室广州博征科技有限公司民营公司少于50人",脚本开发工程师多媒体/游戏开发工程师后端开发,科韵路方圆E时光东座1302室
运维开发工程师,欧派家居集团股份有限公司,12-16万/年,五险一金免费班车员工旅游通讯补贴餐饮补贴定期体检年终奖金股票期权绩效奖金免费住宿,广州|1年经验|大专|招1人|03-13发布,任职要求：1.熟悉Linux操作系统，了解常用开源软件，并有Linux系统下的开发经验；2.具备扎实的编程基础，熟悉Python、PHP等开发语言中的一种，熟悉常用的设计模式、应用架构；3.掌握Web开发常用技术，至少熟悉一种常用的Web框架（FLASK/Django）并有相关开发经验；4.熟悉数据库理论，熟练使用MySQL，熟悉MongoDB、Redis、elasticsearch等数据库编程优先；5.有运维平台、分布式系统开发经验者优先；6.具备良好的业务理解能力、沟通能力和强烈的责任心，并具有良好的自我驱动意识；7.计算机相关专业，本科及以上学历，两年及两年以上工作经验。广东省广州市白云区广花三路366号欧派家居集团股份有限公司民营公司10000人以上,技术支持/维护工程师,广东省广州市白云区广花三路366号
软件开发工程师-广东分公司-广州(003247)(职位编号：003247),中移在线服务有限公司,1-1.5万/月,五险一金补充医疗保险交通补贴餐饮补贴通讯补贴专业培训绩效奖金年终奖金定期体检,广州|2年经验|本科|招若干人|03-13发布,***1、负责对业务需求进行流程设计、数据表结构设计、接口设计、开发量评估，开展版本规划，合理分配开发资源，保障需求如期实现2、基于现有系统产品框架，开源技术框架，开展定制化开发工作。3、负责对业务需求进行全流程业务验收测试、上线推广，开展版本管理，保障业务需求交付质量。学历：本科及以上；工作经验：两年以上。（1）掌握主流WEB应用开发语言（Java、PHP、Python），可独立基于WEB应用框架搭建WEB应用（2）熟悉主流数据库（Oracle、Mysql），掌握主流ORM框架，可独立开发数据库脚本，熟悉SOAP协议，有Webservice或restful接口应用开发经验者优先（3）精通Java/JavaScript/HTML5/XML/JSP，熟练使用Struts/Spring/Hibernate/Mybatis等常见开源框架；（4）了解Redis、Mongodb，熟悉MySQL、Oracle等主流数据库，熟练编写存储过程，具备一定的SQL性能调优能力；（5）熟悉架构设计、概要设计和详细设计，独自承担过大型项目的架构设计；（6）具有强烈的责任感及敬业精神，沟通协调能力良好，思路清晰善于总结提炼，有互联网公司工作经验优先。广州中移在线服务有限公司国企10000人以上,软件工程师,广州
游戏运维工程师,广州风谷信息技术有限公司,0.6-1.5万/月,,广州-天河区|1年经验|大专|招2人|03-13发布,"1、负责游戏服务器日常监控、故障排除；2、负责服务器的实施部署与搭建；3、负责服务器的系统安全和数据备份；4、负责游戏的开区合区迁移版本更新；5、负责公司域名、邮箱、网站、cdn的日常维护；6、办公网络的日常维护；任职要求:1、大专以上学历，有1年以上游戏运维工作经验；2、熟悉lnmpiptablessaltzabbixvsftpd等常见服务的搭建；3、熟悉mysql数据库安装、配置、备份、还原管理和维护；4、熟悉tcp/ip协议,熟悉软路由的使用,日常办公网络维护；5、熟悉shellpythonperl，等任意一种语言，会python优先；6、有腾讯云或阿里云的使用经验优先；7、应届生也可，有游戏运维经验的优先。天河区棠下锦达信商务大厦A座305（公交站：棠下；地铁站：科韵路）广州风谷信息技术有限公司民营公司50-150人",技术支持/维护工程师游戏运维,天河区棠下锦达信商务大厦A座305（公交站：棠下；地铁站：科韵路）
业务运维工程师,广州多贝网络科技有限公司,1-2万/月,五险一金员工旅游绩效奖金年终奖金弹性工作,广州-天河区|3-4年经验|大专|招1人|03-13发布,工作职责：1、负责多贝云整体业务的可用性运维工作2、故障紧急响应和处理，确保业务稳定运行3、效率优化，利用脚本以及开源工具提升日常运维工作效率4、监控策略优化，风险预估，容量预估岗位要求：*三年以上互联网企业一线运维工作经验*熟悉TCP/IP理论体系，熟悉Vlan、VPN等网络应用，能够快速定位网络故障*熟悉Linux系统，具备PHP，Nginx等基础组件的部署和维护、以及性能优化经验*熟悉常见的监控系统，如Zabbix，ELK*能够熟悉使用Bash或者Python脚本*较强的问题分析与解决能力、优化经验*较强的主动性、责任心，对故障敏感，对业务可用性敏感*良好的沟通能力、抗压能力【福利待遇】作息时间：上班时间为9：00--18:00（中午休息2小时），五天工作制，周末双休；假期规定：公司提供按国家标准的有薪假期，法定节假日、年休假、婚假、产假等假期；员工培训：公司重视员工个人发展，不定期为员工组织内部各项专业技能培训，公费外送培训；保障性福利：公司为所有在员工缴纳五险（养老、生育、医疗、工伤、生育保险）和公积金；其他福利：长期供应办公司零食，每周一次下午茶和运动活动，每月一次聚餐，每季度一下户外团建活动；节日慰问：公司在端午节、中秋节、春节等传统重大节日为员工发放节日礼品；公司氛围：优雅、干净、整洁的办公环境；公司以专业技术人才队伍为主，人员相处和谐，工作氛围轻松愉悦；公司地址：广州市天河区建中路16号4楼411室;欢迎每一位有梦想有追求充满热情的人加入到我们公司！建中路14-16号411广州多贝网络科技有限公司民营公司少于50人,技术支持/维护工程师网络工程师技术支持维护工程网络工程师中级网络工程,建中路14-16号411
测试开发工程师,广州银汉科技有限公司,0.9-1.5万/月,五险一金员工旅游餐饮补贴年终奖金,广州|无工作经验|大专|招1人|03-13发布,工作职责：1、负责前后端技术测试工作（C/S）；2、负责测试工具的开发与优化工作；3、负责反馈和跟进测试进度；4、负责项目的黑盒测试工作。任职要求：1、计算机相关专业专科及以上学历，3年以上测试开发经验；2、熟悉接口测试及前后端性能调试；3、熟悉网络协议和数据库原理；4、熟悉至少一种编程语言（Java/C++/python、Lua等）；5、能独立完成技术测试，并有实际的项目测试经验（游戏项目优先）；6、熟悉测试流程和各类技术指标，对测试工作有规范意识；7、良好的自我驱动；优秀的计划、沟通和协调能力；良好的团队合作精神。广州市天河区中山大道西238号勤天大厦第2层（东侧大堂进入）广州银汉科技有限公司民营公司500-1000人,软件测试用户体验（UE/UX）设计师测试游戏黑盒测试工具,广州市天河区中山大道西238号勤天大厦第2层（东侧大堂进入）
高级运维工程师,广州仙悦网络科技有限公司,1.5-2万/月,五险一金补充医疗保险绩效奖金年终奖金周末双休年底双薪全勤奖包工作餐带薪年假,广州|3-4年经验|大专|招若干人|03-13发布,1、负责公司运维架构设计与优化；2、负责构建和维护各类运维系统，包括自动化配置管理，监控报警系统，日志分析系统等；3、分析排除系统、数据库、网络、应用等故障及错误，做好数据库冗灾准备。任职资格：1、本科以上学历，2年以上运维工作经验；2、掌握mysql的数据库备份和恢复知识；3、能够灵活使用linuxShell/Python/PHP其中某一种语言编写脚本；4、熟悉LNMP等的运维工作，有中大型网站运维经验或海外服务运维经验者优先。天河区金星大厦1202广州仙悦网络科技有限公司创业公司150-500人,其他,天河区金星大厦1202
物联网云平台架构师,广东芬尼科技股份有限公司,1.6-2.2万/月,绩效奖金专业培训定期体检餐饮补贴油费补贴六险一金年终奖金股票期权通讯补贴,广州-海珠区|3-4年经验|本科|招1人|03-13发布,"岗位职责：1、负责策划物联网云平台系统的整体架构设计，提供系统解决方案并实施系统架构长期和短期目标；2、负责智能家居系统软件架构实施，制定系统通信交互协议、技术标准；3、定义智能设备配置、管理、云端通信流程，实现设备、网关、云端、APP及第三方模块的高效连接方案；4、能按照项目计划，按时提交高质量的代码，带领并指导团队高效完成开发任务；5、外包开发团队管理，评估实现需求所需的工作量，对开发项目进行总体管理，符合进度、质量和成本要求；6、负责互联网前沿技术（数据库、微服务、中间件、大数据）的跟踪和研究；任职要求：1、以上软件开发经验或3年以上架构设计经验；2、精通面向云服务及移动端应用开发；3、对数据库的基本理论和内部实现机制有深刻的理解，有实际大数据量的数据库设计经验；4、熟练掌握至少一门后台语言及其开发平台，如：Java,Python,NodeJS,Ruby,PHP等；5、熟悉网络通信机制及常用数据传输协议，如：MQTT、CoAP、XMPP、HTTP，网关/云API接口；6、熟悉服务器虚拟化技术及常见的云计算框架，例如：KVM，Docker，Openstack等；7、熟悉关系型数据库，如mysql\sqlserver\Oracle以及非关系型数据库，如Redis\MongoDB，有管理和简单配置的经验；8、熟练掌握至少一门开源框架，熟悉hadoop、spark、kafka、HBase、HDFS、Hive、Impala等大数据相关技术组件，有安装、部署、调试经验；9、有强烈的责任心和时间观念，出色的沟通能力、团队合作精神，能够根据项目实际情况制定制定、推进、分解计划，善于协调各方资源，共同完成目标；10、有良好的创新意识，较强的市场技术趋势洞察力和技术方案把握能力，能够成为团队的技术领导。广州市海珠区南边路1918智能网联产业园广东芬尼科技股份有限公司民营公司150-500人",网站架构设计师,广州市海珠区南边路 1918智能网联产业园
后端程序员(职位编号：10),广州尚游网络科技有限公司,1-2万/月,带薪年假节日福利绩效奖金餐饮补贴年度旅游年度体检包午餐周末双休,广州-天河区|1年经验|本科|招2人|03-13发布|计算机科学与技术软件工程,条件：1、计算机相关专业毕业，本科及以上学历，具有一年以上相关工作经验；2、掌握C/C++、Java、Javascript、Python、Lua其中一门以上编程语言；3、强烈的求知欲，具备很强的学习能力，可以承受高强度的工作压力；4、严谨的逻辑思维能力，具有极强的敬业精神和责任心；5、勤奋踏实，能吃苦耐劳，为人正直，有高度责任感和敬业精神，具有团队合作精神。6、精通lua脚本优先；7、熟悉linux操作系统者优先。工作职责：负责游戏服务器的逻辑设计与实现。科韵路12号之一方圆E时光901-905室广州尚游网络科技有限公司创业公司50-150人,手机应用开发工程师多媒体/游戏开发工程师后端开发后端服务端游戏服务端手游服务端手游游戏手游后端lua后端程序员,科韵路12号之一方圆E时光901-905室
游戏服务端程序,广州一米互娱网络科技有限公司,1-1.5万/月,五险一金定期体检年终奖金绩效奖金弹性工作餐饮补贴下午茶全勤奖带薪年假,广州-天河区|1年经验|大专|招2人|03-13发布,广州市天河区中山大道中243号鸿利商务中心307室广州一米互娱网络科技有限公司民营公司少于50人,多媒体/游戏开发工程师脚本开发工程师服务器skynetluapythonsqlmongo程序游戏,广州市天河区中山大道中243号鸿利商务中心307室
大数据开发工程师,广州名科计算机网络有限公司,1.5-2.5万/月,五险一金绩效奖金通讯补贴免费健身房周末双休节日福利全勤奖带薪年假,广州|3-4年经验|本科|招2人|03-13发布,天河区天慧路16号蓝盾信息安全产业基地三楼广州名科计算机网络有限公司民营公司50-150人,数据库工程师/管理员软件工程师,天河区天慧路16号蓝盾信息安全产业基地三楼
